state,city,area_code,ao_type,range_code,ao_number,ao_description,category
Karnataka,Tumkur,KAR,W,124,91,"WARD 1 & TPS, TUMKUR/",Both
Karnataka,Udupi,KAR,W,531,92,"WARD 1&TPS, UDUPI/",Both
Karnataka,Yadgir,KAR,W,421,5,"WARD 1, YADGIR",Both
Kerala,Alappuzha,KRL,W,61,91,"WARD 1 & TPS, ALAPPUZHA/",Both
Kerala,Alappuzha,KRL,W,61,93,"WARD 2, ALAPPUZHA/",Both
Kerala,Guruvayoor,KRL,W,21,1,"WARD 1 & TPS, GURUVAYOOR",Individual
Kerala,Kalpetta,KRL,W,32,7,"WARD 1, KALPETTA",Both
Kerala,Kannur,KRL,W,31,91,"WARD 1 & TPS, KANNUR/",Non-Individual
Kerala,Kannur,KRL,W,31,93,"WARD 3, KANNUR/",Both
Kerala,Kasargod,KRL,W,31,92,"WARD 1 & TPS, KASARGOD/",Both
Kerala,Kochi,KRL,C,18,1,"CORPORATE CIRCLE 2(1), KOCHI",Non-Individual
Kerala,Kochi,KRL,W,10,1,"CORPORATE WARD 1(1), KOCHI",Non-Individual
Kerala,Kochi,KRL,W,18,1,"CORPORATE WARD 2(1),KOCHI",Non-Individual
Kerala,Kochi,KRL,W,18,3,"CORPORATE WARD 2(3), KOCHI",Non-Individual
Kerala,Kochi,KRL,W,18,5,"CORPORATE WARD 2(5),KOCHI",Both
Kerala,Kollam,KRL,W,51,91,"WARD 1 & TPS, KOLLAM/",Both
Kerala,Kollam,KRL,W,51,93,"WARD 2, KOLLAM/",Individual
Kerala,Kottayam,KRL,C,61,1,"CIRCLE & TPS, KOTTAYAM",Both
Kerala,Kottayam,KRL,W,61,1,"WARD 1, KOTTAYAM",Both
Kerala,Kozhikode,KRL,C,31,1,"CIRCLE 1(1) & TPS, KOZHIKODE",Non-Individual
Kerala,Kozhikode,KRL,C,32,1,"CIRCLE 2(1), KOZHIKODE",Non-Individual
Kerala,Kozhikode,KRL,W,31,1,"WARD 1(1), KOZHIKODE",Both
Kerala,Kozhikode,KRL,W,31,3,"WARD 1(3),KOZHIKODE",Individual
Kerala,Kozhikode,KRL,W,32,2,"WARD 2(2), KOZHIKODE",Both
Kerala,Kozhikode,KRL,W,32,3,"WARD 2(3), KOZHIKODE",Both
Kerala,Palakkad,KRL,W,21,92,"WARD 1 & TPS, PALAKKAD/",Non-Individual
Kerala,Palakkad,KRL,W,21,93,"WARD 2, PALAKKAD/",Both
Kerala,Thiruvalla,KRL,W,61,92,"WARD 1 & TPS, THIRUVALLA/",Both
Kerala,Thiruvalla,KRL,W,61,94,"WARD 2, THIRUVALLA/",Both
Kerala,Thiruvananthapuram,KRL,C,51,1,"CIRCLE 1(1), TRIVANDRUM",Non-Individual
Kerala,Thiruvananthapuram,KRL,W,51,1,"WARD 1(1), TRIVANDRUM",Both
Kerala,Thiruvananthapuram,KRL,W,51,3,"WARD 1(3), TRIVANDRUM",Individual
Kerala,Thiruvananthapuram,KRL,W,51,92,"WARD 2(1), THIRUVANANTHAPURAM/",Individual
Kerala,Thrissur,KRL,C,21,1,"CIRCLE 1(1) & TPS, THRISSUR",Both
Kerala,Thrissur,KRL,W,21,4,"WARD 1(1),THRISSUR",Both
Kerala,Thrissur,KRL,W,21,91,"WARD 2(1),THRISSUR/",Individual
Kerala,Tirur,KRL,W,32,91,"WARD 2,TIRUR/",Both
Madhya Pradesh,Ashok Nagar,BPL,W,41,94,ITO-ASHOK NAGAR/,Both
Madhya Pradesh,Balaghat,BPL,W,72,94,WARD BALAGHAT/,Both
Madhya Pradesh,Betul,BPL,W,31,91,"ITO, BETUL/",Both
Madhya Pradesh,Bhopal,BPL,C,26,91,"DCIT/ACIT,5(1), BHOPAL/",Both
Madhya Pradesh,Bhopal,BPL,C,31,1,"DCIT/ACIT 1(1), BHOPAL",Both
Madhya Pradesh,Bhopal,BPL,C,33,1,"DCIT/ACIT 3(1), BHOPAL",Both
Madhya Pradesh,Bhopal,BPL,W,26,91,"ITO,2(1), BHOPAL/",Both
Madhya Pradesh,Bhopal,BPL,W,26,92,"ITO,2(5), BHOPAL/",Both
Madhya Pradesh,Bhopal,BPL,W,26,94,"ITO,2(3), BHOPAL/",Both
Madhya Pradesh,Bhopal,BPL,W,31,1,"ITO 1(1), BHOPAL",Non-Individual
Madhya Pradesh,Bhopal,BPL,W,31,2,"ITO 1(2), BHOPAL",Non-Individual
Madhya Pradesh,Bhopal,BPL,W,33,1,"ITO 3(1), BHOPAL",Non-Individual
Madhya Pradesh,Bhopal,BPL,W,33,4,"ITO 3(4), BHOPAL",Individual
Madhya Pradesh,Bhopal,BPL,W,33,92,"ITO,4(1), BHOPAL/",Both
Madhya Pradesh,Bhopal,DLC,CA,267,1,EXEMPTION CIRCLE BHOPAL,Both
Madhya Pradesh,Bhopal,DLC,W,292,1,"ITO(IT&TP), BHOPAL",Both
Madhya Pradesh,Bhopal,DLC,W,310,1,"ITO(IT&TP), BHOPAL at JABALPUR",Both
Madhya Pradesh,Bhopal,DLC,WX,267,2,EXEMPTION WARD BHOPAL,Both
Madhya Pradesh,Burhanpur,BPL,W,61,93,"ITO, BURHANPUR/",Both
Madhya Pradesh,Chhattarpur,BPL,W,41,11,INCOME TAX OFFICER CHHATTARPUR,Both
Madhya Pradesh,Chhindwara,BPL,W,72,91,WARD 1 CHHINDWARA/,Both
Madhya Pradesh,Dewas,BPL,W,91,11,"WARD 1, DEWAS",Both
Madhya Pradesh,Dhar,BPL,W,51,11,"INCOME TAX OFFICER, DHAR",Both
Madhya Pradesh,Guna,BPL,W,41,93,ITO GUNA/,Both
Madhya Pradesh,Gwalior,BPL,C,41,1,"DCIT/ACIT 1(1), GWALIOR",Both
Madhya Pradesh,Gwalior,BPL,W,41,1,"INCOME TAX OFFICER 1(1), GWALIOR",Both
Madhya Pradesh,Gwalior,BPL,W,41,91,"ITO 2(1), GWALIOR/",Both
Madhya Pradesh,Gwalior,BPL,W,41,92,"ITO 2(2), GWALIOR/",Both
Madhya Pradesh,Gwalior,DLC,WX,267,5,"EXEMPTION WARD, GWALIOR",Both
Madhya Pradesh,Harda,BPL,W,31,92,"ITO-1, HARDA/",Both
Madhya Pradesh,Indore,BPL,C,51,1,"DCIT/ACIT 1(1), INDORE",Both
Madhya Pradesh,Indore,BPL,C,61,1,"DCIT/ACIT 4(1), INDORE",Both
Madhya Pradesh,Indore,BPL,W,51,1,"INCOME TAX OFFICER 1(1), INDORE",Both
Madhya Pradesh,Indore,BPL,W,51,2,"INCOME TAX OFFICER 1(2), INDORE",Both
Madhya Pradesh,Indore,BPL,W,51,4,"WARD 1(4), INDORE",Individual
Madhya Pradesh,Indore,BPL,W,51,91,"ITO 2(1), INDORE/",Both
Madhya Pradesh,Indore,BPL,W,61,1,"INCOME TAX OFFICER 4(1), INDORE",Both
Madhya Pradesh,Indore,BPL,W,61,3,"INCOME TAX OFFICER 4(3), INDORE",Both
Madhya Pradesh,Indore,BPL,W,61,91,"ITO 5(1), INDORE/",Both
Madhya Pradesh,Indore,DLC,WX,267,3,"EXEMPTION WARD, INDORE",Both
Madhya Pradesh,Itarsi,BPL,W,31,93,"ITO-1, ITARSI/",Both
Madhya Pradesh,Itarsi,BPL,W,31,94,"ITO-2, ITARSI/",Both
Madhya Pradesh,Jabalpur,BPL,C,72,1,CIRCLE 2(1) JABALPUR,Both
Madhya Pradesh,Jabalpur,BPL,W,72,1,WARD 2(1) JABALPUR,Individual
Madhya Pradesh,Jabalpur,BPL,W,72,2,ITO 2(2) JABALPUR,Individual
Madhya Pradesh,Jabalpur,BPL,W,72,92,WARD 1(1) JABALPUR/,Both
Madhya Pradesh,Jabalpur,BPL,W,72,93,WARD 1(2) JABALPUR/,Both
Madhya Pradesh,Jabalpur,DLC,WX,269,1,EXEMPTION WARD JABALPUR,Both
Madhya Pradesh,Katni,BPL,C,71,91,CIRCLE KATNI/,Both
Madhya Pradesh,Katni,BPL,W,71,91,WARD 1 KATNI/,Both
Madhya Pradesh,Khandwa,BPL,W,61,94,WARD 1 KHANDWA/,Both
Madhya Pradesh,Khargone,BPL,W,61,92,ITO KHARGONE/,Both
Madhya Pradesh,Mandsaur,BPL,W,91,92,"ITO, MANDSAUR/",Both
Madhya Pradesh,Morena,BPL,W,41,95,"WARD 1, MORENA/",Both
Madhya Pradesh,Narsinghpur,BPL,W,72,95,WARD NARSINGHPUR/,Both
Madhya Pradesh,Neemuch,BPL,W,91,93,"ITO, NEEMUCH/",Both
Madhya Pradesh,Raisen,BPL,W,26,93,"ITO, RAISEN/",Both
Madhya Pradesh,Rajgarh,BPL,W,91,96,WARD RAJGARH/,Both
Madhya Pradesh,Ratlam,BPL,W,91,95,"ITO-1, RATLAM/",Both
Madhya Pradesh,Rewa,BPL,W,71,92,WARD 1 REWA/,Both
Madhya Pradesh,Sagar,BPL,W,71,93,WARD 1 SAGAR/,Both
Madhya Pradesh,Satna,BPL,W,71,94,WARD 1 SATNA/,Both
Madhya Pradesh,Satna,BPL,W,71,95,WARD 2 SATNA/,Both
Madhya Pradesh,Sehore,BPL,W,33,5,"ITO,SEHORE",Both
Madhya Pradesh,Sendhwa,BPL,W,61,95,WARD SENDHWA/,Both
Madhya Pradesh,Seoni,BPL,W,72,96,WARD SEONI/,Both
Madhya Pradesh,Shahdol,BPL,W,71,96,WARD SHAHDOL/,Both
Madhya Pradesh,Shajapur,BPL,W,91,94,"ITO, SHAJAPUR/",Both
Madhya Pradesh,Singrauli,BPL,W,71,97,WARD SINGRAULI/,Both
Madhya Pradesh,Tikamgarh,BPL,W,41,4,WARD TIKAMGARH,Both
Madhya Pradesh,Ujjain,BPL,C,91,1,"DCIT/ACIT 1(1), UJJAIN",Both
Madhya Pradesh,Ujjain,BPL,W,91,1,"INCOME TAX OFFICER 1(1), UJJAIN",Both
Madhya Pradesh,Ujjain,BPL,W,91,91,"ITO 2(1), UJJAIN/",Both
Madhya Pradesh,Ujjain,DLC,WX,267,4,EXEMPTION WARD UJJAIN,Both
Madhya Pradesh,Vidisha,BPL,W,33,91,"ITO, VIDISHA/",Both
Maharashtra,Ahmednagar,PNE,W,52,91,"WARD 1, AHMEDNAGAR/",Both
Maharashtra,Ahmednagar,PNE,W,52,96,"WARD 2, AHMEDNAGAR/",Both
Maharashtra,Akola,NGP,C,101,1,DCIT/ACIT CIRCLE-AKOLA,Both
Maharashtra,Akola,NGP,W,101,1,"ITO WARD 1, AKOLA",Both
Maharashtra,Akola,NGP,W,101,2,"ITO WARD 2, AKOLA",Both
Maharashtra,Akola,NGP,W,101,3,"ITO WARD 3, AKOLA",Both
Maharashtra,Amravati,NGP,C,301,1,"DCIT/ACIT CIRCLE, AMRAWATI",Both
Maharashtra,Amravati,NGP,W,301,1,"ITO WARD 1, AMRAWATI",Both
Maharashtra,Amravati,NGP,W,301,3,"ITO WARD 3, AMRAWATI",Both
Maharashtra,Amravati,NGP,W,301,5,"ITO WARD 5, AMRAWATI",Both
Maharashtra,Aurangabad,DLC,CA,179,1,"EXEMPTION CIRCLE, AURANGABAD",Both
Maharashtra,Aurangabad,DLC,WX,179,3,"EXEMPTION WARD, AURANGABAD",Both
Maharashtra,Aurangabad,PNE,C,27,1,"CIRCLE 1, AURANGABAD",Individual
Maharashtra,Aurangabad,PNE,W,27,1,"WARD 1(1), AURANGABAD",Both
Maharashtra,Aurangabad,PNE,W,27,5,"WARD 1(5), AURANGABAD",Individual
Maharashtra,Aurangabad,PTN,W,24,92,ITO WARD 3(3) AURANGABAD/,Both
Maharashtra,Bhandara,NGP,W,2,41,"ITO WARD 1, BHANDARA",Both
Maharashtra,Bhandara,NGP,W,2,42,"ITO WARD 2, BHANDARA",Both
Maharashtra,Chandrapur,NGP,W,301,91,"ITO WARD-1, CHANDRAPUR/",Both
Maharashtra,Chandrapur,NGP,W,301,92,"ITO WARD-2, CHANDRAPUR/",Both
Maharashtra,Dhule,PNE,W,21,92,"WARD 1, DHULE/",Both
Maharashtra,Gondia,NGP,W,4,93,"ITO WARD-1, GONDIA/",Both
Maharashtra,Hingoli,PNE,W,27,94,WARD HINGOLI/,Both
Maharashtra,Ichalkaranji,PNE,W,93,93,"WARD-1, ICHALKARANJI/",Both
Maharashtra,Jalgaon,PNE,C,25,1,"CIRCLE 1, JALGAON",Individual
Maharashtra,Jalgaon,PNE,W,25,1,"WARD 1(1), JALGAON",Non-Individual
Maharashtra,Jalgaon,PNE,W,25,2,"WARD 1(2), JALGAON",Non-Individual
Maharashtra,Jalgaon,PNE,W,25,3,"WARD 1(3), JALGAON",Non-Individual
Maharashtra,Jalgaon,PNE,W,25,4,"WARD 1(4), JALGAON",Individual
Maharashtra,Jalgaon,PNE,W,25,91,"WARD 2(1), JALGAON/",Both
Maharashtra,Jalna,PNE,W,27,91,"WARD 1, JALNA/",Both
Maharashtra,Kalyan,PNE,C,75,1,"CIRCLE 1,KALYAN",Both
Maharashtra,Kalyan,PNE,W,75,1,"WARD 1(1), KALYAN",Both
Maharashtra,Kalyan,PNE,W,75,91,"WARD 2(1), KALYAN/",Both
Maharashtra,Kalyan,PNE,W,75,92,"WARD 2(2), KALYAN/",Both
Maharashtra,Kalyan,PNE,W,75,93,"WARD 3(1), KALYAN/",Both
Maharashtra,Kalyan,PNE,W,75,94,"WARD 3(2), KALYAN/",Both
Maharashtra,Khamgaon,NGP,W,101,4,"ITO WARD 1, KHAMGAON",Both
Maharashtra,Khamgaon,NGP,W,101,5,"ITO WARD-2, KHAMGAON",Both
Maharashtra,Kolhapur,DLC,C,132,1,"DC/AC INTERNATIONAL_TAXATION-I, PUNE AT KOLHAPURE",Both
Maharashtra,Kolhapur,DLC,WX,178,1,"EXEMPTION WARD, KOLHAPUR",Both
Maharashtra,Kolhapur,PNE,C,93,1,"CIRCLE 1, KOLHAPUR",Both
Maharashtra,Kolhapur,PNE,W,93,1,"WARD 1(1), KOLHAPUR",Both
Maharashtra,Kolhapur,PNE,W,93,5,"WARD 1(5), KOLHAPUR",Both
Maharashtra,Kolhapur,PNE,W,93,91,"WARD 2(1), KOLHAPUR./",Both
Maharashtra,Kudal,PNE,W,93,92,"WARD, KUDAL/",Both
Maharashtra,Latur,PNE,W,27,92,"WARD 1, LATUR/",Both
Maharashtra,Malegaon,PNE,W,21,93,"WARD 1, MALEGAON/",Both
Maharashtra,Mumbai,DLC,CA,102,2,"EXEM. CIRCLE 1, MUMBAI",Both
Maharashtra,Mumbai,DLC,CA,103,2,"EXEM. CIRCLE 2, MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,102,1,"EXEMPTIONS WARD 1(2), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,102,2,"EXEMPTIONS WARD 1(1), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,102,3,"EXEMPTIONS WARD 1(3), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,102,4,"EXEMPTIONS WARD 1(4), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,103,1,"EXEMPTIONS WARD 2(2), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,103,2,"EXEMPTIONS WARD 2(1), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,103,3,"EXEMPTIONS WARD 2(3), MUMBAI",Both
Maharashtra,Mumbai,DLC,WX,103,4,"EXEMPTIONS WARD 2(4), MUMBAI",Both
Maharashtra,Mumbai,MUM,C,101,1,"CIRCLE 14(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,101,2,"CIRCLE 14(1)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,103,1,"CIRCLE 15(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,103,4,"CIRCLE 15(1)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,103,93,"CIRCLE 15(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,103,94,"CIRCLE 15(3)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,125,1,"CIRCLE 17(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,167,1,"CIRCLE 19(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,169,1,"CIRCLE 19(3), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,174,1,"CIRCLE 20(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,197,1,"CIRCLE 22(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,199,1,"CIRCLE 23(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,201,1,"CIRCLE 24(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,212,1,"CIRCLE 26(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,221,1,"CIRCLE 27(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,222,1,"CIRCLE 27(3), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,251,1,"CIRCLE 32(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,272,1,"CIRCLE 27(2), MUMBAI",Individual
Maharashtra,Mumbai,MUM,C,331,1,"CIRCLE 3(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,332,1,"CIRCLE 3(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,333,1,"CIRCLE 3(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,411,1,"CIRCLE 1(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,412,1,"CIRCLE 1(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,413,1,"CIRCLE 1(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,441,1,"CIRCLE 4(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,442,1,"CIRCLE 4(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,443,1,"CIRCLE 4(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,551,1,"CIRCLE 5(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,551,91,"CIRCLE 13(1)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,552,1,"CIRCLE 5(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,552,92,"CIRCLE 13(2)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,553,1,"CIRCLE 5(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,553,92,"CIRCLE 13(3)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,661,1,"CIRCLE 6(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,661,2,"CIRCLE 6(1)(2), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,663,1,"CIRCLE 7(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,772,1,"CIRCLE 8(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,772,91,"CIRCLE 16(1), MUMBAI",Both
Maharashtra,Mumbai,MUM,C,773,1,"CIRCLE 8(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,773,91,"CIRCLE16(3), MUMBAI",Both
Maharashtra,Mumbai,MUM,C,87,1,"CIRCLE 8(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,87,91,"CIRCLE 16(2), MUMBAI",Both
Maharashtra,Mumbai,MUM,C,921,1,"CIRCLE 2(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,922,1,"CIRCLE 2(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,C,923,1,"CIRCLE 2(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,101,1,"WARD 14(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,101,95,"WARD 14(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,101,96,"WARD 14(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,103,1,"WARD 15(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,103,95,"WARD 15(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,103,96,"WARD 15(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,125,1,"WARD 17(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,125,91,"WARD 17(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,125,92,"WARD 17(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,125,93,"WARD 25(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,125,94,"WARD 25(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,125,95,"WARD 25(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,167,1,"WARD 19(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,167,5,"WARD 19(1)(5), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,167,91,"WARD 19(2)(2), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,167,92,"WARD 19(2)(4), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,169,1,"WARD 19(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,169,91,"WARD 23(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,169,92,"WARD 23(3)(6), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,174,1,"WARD 20(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,174,91,"WARD 20(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,174,92,"WARD 20(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,197,1,"WARD 22(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,197,6,"WARD 22(1)(6), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,197,91,"WARD 22(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,197,92,"WARD 22(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,197,93,"WARD 22(3)(6), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,199,1,"WARD 23(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,199,6,"WARD 23(1)(6), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,199,91,"WARD 23(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,199,92,"WARD 23(2)(6), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,201,1,"WARD 24(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,201,91,"WARD 24(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,201,92,"WARD 24(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,212,1,"WARD 26(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,212,91,"WARD 26(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,212,92,"WARD 30(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,212,93,"WARD 31(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,212,94,"WARD 31(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,221,1,"WARD 27(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,221,5,"WARD 27(1)(5), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,221,91,"WARD 28(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,222,1,"WARD 27(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,222,91,"WARD 28(3)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,1,"WARD 32(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,91,"WARD 32(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,92,"WARD 33(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,93,"WARD 34(1)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,94,"WARD 34(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,95,"WARD 34(3)(2), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,251,96,"WARD 34(3)(5), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,272,1,"WARD 27(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,272,91,"WARD 28(2)(1), MUMBAI",Individual
Maharashtra,Mumbai,MUM,W,331,1,"WARD 3(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,331,3,"WARD 3(1)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,331,91,"WARD 11(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,332,1,"WARD 3(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,332,3,"WARD 3(2)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,332,91,"WARD 11(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,333,1,"WARD 3(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,333,3,"WARD 3(3)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,333,91,"WARD 11(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,411,1,"WARD 1(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,411,3,"WARD 1(1)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,411,91,"WARD 9(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,412,1,"WARD 1(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,412,3,"WARD 1(2)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,412,91,"WARD 9(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,413,1,"WARD 1(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,413,3,"WARD 1(3)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,413,4,"WARD 1(3)(4), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,413,91,"WARD 9(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,441,1,"WARD 4(1)(1), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,441,2,"WARD 4(1)(2), MUMBAI",Both
Maharashtra,Mumbai,MUM,W,441,3,"WARD 4(1)(3), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,441,91,"WARD 12(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,442,1,"WARD 4(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,442,91,"WARD 12(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,443,1,"WARD 4(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,443,91,"WARD 12(3)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,551,1,"WARD 5(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,551,92,"WARD 13(1)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,552,1,"WARD 5(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,552,93,"WARD 13(2)(1), MUMBAI",Non-Individual
Maharashtra,Mumbai,MUM,W,553,1,"WARD 5(3)(1), MUMBAI",Non-Individual
