state,city,area_code,ao_type,range_code,ao_number,ao_description,category
Andaman and Nicobar Islands,Andaman & Nicobar,WBG,C,101,91,"CIRCLE 3(2), PORT BLAIR/",Both
Andaman and Nicobar Islands,Andaman & Nicobar,WBG,W,101,93,"WARD 3(4), PORT BLAIR/",Both
Andhra Pradesh,Adoni,APR,W,77,5,"WARD 1,ADONI",Both
Andhra Pradesh,Amalapuram,APR,W,90,4,"WARD 1,AMALAPURAM",Non-Individual
Andhra Pradesh,Anakapalle,APR,W,84,91,"WARD 1, ANAKAPALLE/",Both
Andhra Pradesh,Anantapur,APR,W,77,91,"WARD 1,ANANTAPUR/",Both
Andhra Pradesh,Bapatla,APR,W,79,10,"WARD-1, BAPATLA",Both
Andhra Pradesh,Bhimavaram,APR,W,116,2,"WARD - 1, BHIMAVARAM",Both
Andhra Pradesh,Chirala,APR,W,79,11,"WARD-1, CHIRALA",Both
Andhra Pradesh,Chittoor,APR,W,81,3,"WARD 1,CHITTOOR",Both
Andhra Pradesh,Eluru,APR,W,116,5,"WARD-1, ELURU",Both
Andhra Pradesh,Gudiwada,APR,W,74,5,"WARD 1, GUDIWADA",Both
Andhra Pradesh,Gudur,APR,W,81,8,"WARD-1, GUDUR",Both
Andhra Pradesh,Guntakal,APR,W,77,92,"WARD 1,GUNTAKAL/",Both
Andhra Pradesh,Guntur,APR,C,78,1,"CIRCLE 1(1),GUNTUR",Both
Andhra Pradesh,Guntur,APR,C,79,1,"CIRCLE 2(1),GUNTUR",Both
Andhra Pradesh,Guntur,APR,W,78,1,"WARD 1(1),GUNTUR",Both
Andhra Pradesh,Guntur,APR,W,79,1,"WARD 2(1),GUNTUR",Both
Andhra Pradesh,Hindupur,APR,W,77,93,"WARD 1,HINDUPUR/",Both
Andhra Pradesh,Kadapa,APR,W,80,91,"ITO WARD-1,KADAPA/",Both
Andhra Pradesh,Kakinada,APR,C,90,1,"CIRCLE 1,KAKINADA",Both
Andhra Pradesh,Kakinada,APR,W,90,1,"WARD 1,KAKINADA",Both
Andhra Pradesh,Kurnool,APR,C,77,1,"CIRCLE 1,KURNOOL",Both
Andhra Pradesh,Kurnool,APR,W,77,1,"WARD 1,KURNOOL",Both
Andhra Pradesh,Machilipatnam,APR,W,75,5,"WARD 1,MACHILIPATNAM",Both
Andhra Pradesh,Madanapalle,APR,W,81,5,"WARD 1,MADANAPALLE",Both
Andhra Pradesh,Nandyal,APR,W,77,3,"WARD 1,NANDYAL",Both
Andhra Pradesh,Narasaraopet,APR,W,79,3,"WARD 1, NARASARAOPET",Both
Andhra Pradesh,Nellore,APR,C,80,1,"CIRCLE 1,NELLORE",Both
Andhra Pradesh,Nellore,APR,W,80,1,"WARD 1,NELLORE",Both
Andhra Pradesh,Ongole,APR,W,79,4,"ITO,WARD-1,ONGOLE",Both
Andhra Pradesh,Palakol,APR,W,116,4,"WARD - 1, PALAKOLE",Both
Andhra Pradesh,Proddatur,APR,W,80,92,"ITO WARD-1,PRODDATUR/",Both
Andhra Pradesh,Rajamahendravaram,APR,C,116,1,"CIRCLE - 1, RAJAMAHENDRAVARAM",Both
Andhra Pradesh,Rajamahendravaram,APR,W,116,1,"WARD-1(1), RAJAMAHENDRAVARAM",Both
Andhra Pradesh,Rajamahendravaram,APR,W,116,91,"WARD -2(1), RAJAMAHENDRAVARAM/",Both
Andhra Pradesh,Srikakulam,APR,W,85,95,"WARD 1,SRIKAKULAM/",Both
Andhra Pradesh,Tadepalligudem,APR,W,116,9,"WARD - 1, TADEPALLIGUDEM",Both
Andhra Pradesh,Tanuku,APR,W,116,7,"WARD-1, TANUKU",Both
Andhra Pradesh,Tenali,APR,W,78,3,"WARD 1,TENALI",Both
Andhra Pradesh,Tirupati,APR,C,81,1,"CIRCLE 1(1),TIRUPATI",Both
Andhra Pradesh,Tirupati,APR,W,81,1,"WARD 1(1),TIRUPATI",Both
Andhra Pradesh,Tirupati,APR,W,81,6,"WARD-1(3), TIRUPATI",Both
Andhra Pradesh,Tuni,APR,W,90,3,"WARD 1,TUNI",Both
Andhra Pradesh,Vijayanagaram,APR,W,85,92,"ITO,WARD-1,VIJAYANAGARAM/",Both
Andhra Pradesh,Vijayawada,APR,C,74,1,"CIRCLE 1(1),VIJAYAWADA",Both
Andhra Pradesh,Vijayawada,APR,C,75,1,"CIRCLE 2(1),VIJAYAWADA",Both
Andhra Pradesh,Vijayawada,APR,W,74,1,"WARD 1(1),VIJAYAWADA",Both
Andhra Pradesh,Vijayawada,APR,W,74,91,"WARD 3(1), VIJAYAWADA/",Both
Andhra Pradesh,Vijayawada,APR,W,75,1,"WARD 2(1),VIJAYAWADA",Both
Andhra Pradesh,Vijayawada,APR,W,75,3,"WARD 2(3),VIJAYAWADA",Both
Andhra Pradesh,Visakhapatnam,APR,C,84,1,"CIRCLE 1(1), VISAKHAPATNAM",Both
Andhra Pradesh,Visakhapatnam,APR,C,85,91,"DCIT/ACIT,CIRCLE-3(1), VISAKHAPATNAM/",Both
Andhra Pradesh,Visakhapatnam,APR,W,84,1,"WARD 1(1), VISAKHAPATNAM",Both
Andhra Pradesh,Visakhapatnam,APR,W,85,1,"WARD 2(1),VISAKHAPATNAM,",Both
Andhra Pradesh,Visakhapatnam,APR,W,85,6,"WARD 2(5), VISAKHAPATNAM",Both
Andhra Pradesh,Visakhapatnam,APR,W,85,93,"ITO,WARD-3(1),VISAKHAPATNAM/",Both
Andhra Pradesh,Visakhapatnam,APR,W,85,94,"WARD 3(3),VISAKHAPATNAM/",Both
Andhra Pradesh,Visakhapatnam,DLC,WX,250,1,"EXEMPTION WARD ,VISAKHAPATNAM",Both
Assam,Barpeta,SHL,W,2,91,"ITO, WARD - BARPETA ROAD/",Individual
Assam,Bongaigaon,SHL,W,2,94,"ITO, WARD -1, BONGAIGAON/",Individual
Assam,Dhubri,SHL,W,2,92,"ITO, WARD - DHUBRI/",Individual
Assam,Dibrugarh,SHL,C,25,1,ACIT/DCIT CIRCLE 1 DIBRUGARH,Individual
Assam,Dibrugarh,SHL,W,25,1,"ITO WARD 1(1), DIBRUGARH",Individual
Assam,Dibrugarh,SHL,W,25,2,ITO WARD 1(2) DIBRUGARH,Individual
Assam,Digboi,SHL,W,25,91,"ITO, WARD - 1, DIGBOI/",Individual
Assam,Duliajan,SHL,W,25,93,"ITO, Ward-1, DULIAJAN/",Individual
Assam,Goalpara,SHL,W,2,93,"ITO, WARD - GOALPARA/",Individual
Assam,Golaghat,SHL,W,7,11,ITO WARD GOLAGHAT,Individual
Assam,Guwahati,DLC,W,603,1,ITO IT&TP KOLKATA AT GUWAHATI,Both
Assam,Guwahati,DLC,WX,259,3,"WARD 2(3), EXEMP, GUWAHATI",Both
Assam,Guwahati,SHL,C,1,1,"DCIT/ACIT CIR-1, GUWAHATI",Individual
Assam,Guwahati,SHL,C,2,1,"ACIT CIRCLE-2, GUWAHATI",Individual
Assam,Guwahati,SHL,W,1,1,"ITO WARD -1(1), GUWAHATI",Individual
Assam,Guwahati,SHL,W,1,2,"ITO WARD -1(2), GUWAHATI",Individual
Assam,Guwahati,SHL,W,2,1,"ITO WARD -2(1), GUWAHATI",Individual
Assam,Jorhat,SHL,W,7,1,"ITO WARD -1, JORHAT",Individual
Assam,Karimganj,SHL,W,16,21,ITO WARD KARIMGANJ,Individual
Assam,Mangaldoi,SHL,W,1,94,"ITO, WARD-MANGALDOI/",Individual
Assam,Morigaon,SHL,W,1,95,"ITO, WARD-MORIGAON/",Individual
Assam,Nagaon,SHL,W,1,93,"ITO, WARD- NAGAON/",Individual
Assam,Nalbari,SHL,W,2,13,ITO WARD-NALBARI,Individual
Assam,North Lakhimpur,SHL,W,1,92,"ITO, WARD - NORTH LAKHIMPUR/",Individual
Assam,Silchar,SHL,C,16,1,DCIT/ACIT CIRCLE SILCHAR,Individual
Assam,Silchar,SHL,W,16,1,"ITO WARD -1, SILCHAR",Individual
Assam,Sivasagar,SHL,W,7,91,"ITO, WARD -1, SIVASAGAR/",Individual
Assam,Tezpur,SHL,W,1,91,"ITO, WARD - 1, TEZPUR/",Individual
Assam,Tinsukia,SHL,W,25,92,"ITO, WARD  1, TINSUKIA/",Individual
Bihar,Ara,PTN,W,21,5,ITO WARD 1(4) ARA,Individual
Bihar,Begusarai,PTN,W,30,91,ITO WARD 2(1) BEGUSARAI/,Both
Bihar,Bettiah,PTN,W,27,4,"ITO WARD 1(5), BETTIAH",Individual
Bihar,Bhagalpur,DLC,WX,167,4,ITO EXEMPTION WARD BHAGALPUR,Both
Bihar,Bhagalpur,PTN,C,30,1,"DC/AC CIRCLE-1, BHAGALPUR",Individual
Bihar,Bhagalpur,PTN,W,30,1,"ITO WARD 1(1), BHAGALPUR",Individual
Bihar,Biharsharif,PTN,W,21,92,ITO WARD 2(3) BIHARSHARIF/,Both
Bihar,Buxar,PTN,W,21,6,ITO WARD 1(5) BUXAR,Individual
Bihar,Chapra,PTN,W,27,91,"ITO WARD 2(2), CHAPRA/",Both
Bihar,Darbhanga,PTN,W,27,94,"ITO WARD 3(1), DARBH./",Both
Bihar,Gaya,PTN,W,24,91,"ITO WARD 3(1), GAYA/",Both
Bihar,Katihar,PTN,W,30,6,ITO WARD KATIHAR,Individual
Bihar,Lakhisarai,PTN,W,30,93,"ITO WARD 2(5), LAKHISARAI/",Both
Bihar,Madhubani,PTN,W,27,96,"ITO WARD 3(5), MADHUBANI/",Both
Bihar,Motihari,PTN,W,27,2,"ITO WARD 1(3), MOTIHARI",Individual
Bihar,Munger,PTN,W,30,92,ITO WARD 2(4) MUNGER/,Both
Bihar,Muzaffarpur,DLC,WX,167,3,ITO EXEMPTION WARD MUZAFFARPUR,Both
Bihar,Muzaffarpur,PTN,C,27,1,"DC/AC CIRCLE 1, MUZAFFARPUR",Individual
Bihar,Muzaffarpur,PTN,W,27,1,"ITO WARD 1(1), MUZAFFARPUR",Individual
Bihar,Patna,DLC,CA,167,1,DC/AC EXEMPTION CIRCLE PATNA,Both
Bihar,Patna,DLC,WX,167,1,"ITO EXEMPTION WARD 1, PATNA",Both
Bihar,Patna,DLC,WX,167,2,"ITO EXEMPTION WARD 2, PATNA",Both
Bihar,Patna,PTN,C,21,1,"DC/AC, CIRCLE 1, PATNA",Individual
Bihar,Patna,PTN,C,24,1,"DC/AC CIRCLE 4, PATNA",Individual
Bihar,Patna,PTN,W,21,1,"ITO WARD 1(1),PATNA",Individual
Bihar,Patna,PTN,W,21,91,"ITO WARD 2(1), PATNA/",Both
Bihar,Patna,PTN,W,24,1,"ITO WARD 4(1), PATNA",Individual
Bihar,Patna,PTN,W,24,94,"ITO WARD 5(1), PATNA/",Both
Bihar,Patna,PTN,W,24,95,"ITO WARD 6(1), PATNA/",Both
Bihar,Purnea,PTN,W,30,94,ITO WARD 3(1) PURNEA/,Both
Bihar,Saharsa,PTN,W,30,95,"ITO WARD 3(4), SAHARSA/",Both
Bihar,Samastipur,PTN,W,27,95,"ITO WARD 3(3), SAMASTIPUR/",Both
Bihar,Sasaram,PTN,W,24,93,"ITO WARD 3(4), SASARAM/",Both
Bihar,Sitamarhi,PTN,W,27,93,"ITO WARD 2(5), SITAMARHI/",Both
Bihar,Siwan,PTN,W,27,92,"ITO WARD 2(3), SIWAN/",Both
Bihar,Vaishali,PTN,W,21,4,ITO WARD 1(3) VAISHALI,Individual
Chandigarh,Chandigarh,DLC,CA,169,1,"EXEMTIOPNS CIRCLE 1, CHANDIGARH",Both
Chandigarh,Chandigarh,DLC,CA,170,1,DCIT/ACIT(E)(C-2) CHANDIGARH,Both
Chandigarh,Chandigarh,DLC,WX,169,1,"EXEMPTIONS WARD, CHANDIGARH",Both
Chandigarh,Chandigarh,NWR,C,41,1,"DCIT CIRCLE 1(1), CHANDIGARH",Individual
Chandigarh,Chandigarh,NWR,W,41,1,"WARD-1(1), NANGAL",Individual
Chandigarh,Chandigarh,NWR,W,41,91,"ITO WARD 2(1), Chandigarh/",Both
Chandigarh,Chandigarh,NWR,W,41,92,"ITO WARD 5(5), CHANDIGARH/",Both
Chandigarh,Chandigarh,NWR,W,41,93,"WARD 6(1), CHANDIGARH/",Both
Chandigarh,Chandigarh,NWR,W,46,4,WARD SPLIT,Both
Chhattisgarh,Ambikapur,BPL,W,88,91,ITO 1 AMBIKAPUR/,Both
Chhattisgarh,Bhilai,BPL,C,87,1,"CIRCLE 1(1), BHILAI",Both
Chhattisgarh,Bhilai,BPL,W,87,1,"WARD 1(1), BHILAI",Individual
Chhattisgarh,Bhilai,BPL,W,87,3,"WARD 1(3), BHILAI",Individual
Chhattisgarh,Bhilai,BPL,W,87,92,WARD 2(1) BHILAI/,Both
Chhattisgarh,Dhamtari,BPL,W,85,93,WARD DHAMTARI/,Both
Chhattisgarh,Jagdalpur,BPL,W,85,94,WARD JAGDALPUR/,Both
Chhattisgarh,Korba,BPL,W,88,93,ITO-1 KORBA/,Both
Chhattisgarh,Mahasamund,BPL,W,85,95,WARD MAHASAMUND/,Both
Chhattisgarh,Raigarh,BPL,W,88,3,WARD 1 RAIGARH,Both
Chhattisgarh,Raipur,BPL,C,85,1,"CIRCLE 1(1), RAIPUR",Non-Individual
Chhattisgarh,Raipur,BPL,W,85,1,"WARD 1(1), RAIPUR",Both
Chhattisgarh,Raipur,BPL,W,85,2,"WARD 1(2), RAIPUR",Both
Chhattisgarh,Raipur,BPL,W,85,91,WARD 3(1) RAIPUR/,Both
Chhattisgarh,Raipur,BPL,W,85,92,"WARD 4(1), RAIPUR/",Both
Chhattisgarh,Raipur,DLC,CA,269,1,EXEMPTION CIRCLE RAIPUR,Both
Chhattisgarh,Raipur,DLC,WX,269,2,EXEMPTION WARD 1 RAIPUR,Both
Chhattisgarh,Raipur,DLC,WX,269,3,EXEMPTION WARD 2 RAIPUR,Both
Chhattisgarh,Rajnandgaon,BPL,W,87,91,WARD 1 RAJNANDGAON/,Both
Dadra and Nagar Haveli and Daman and Diu,Daman,GUJ,W,410,91,"DAMAN WARD, DAMAN/",Both
Dadra and Nagar Haveli and Daman and Diu,Silvassa,GUJ,W,410,92,"SILVASSA WARD, SILVASSA/",Both
Delhi,Delhi,DEL,C,259,1,"CIRCLE 59(1), DELHI",Both
Delhi,Delhi,DEL,C,260,1,"CIRCLE 60(1), DELHI",Both
Delhi,Delhi,DEL,C,31,1,"CIRCLE 1(1), DELHI",Both
Delhi,Delhi,DEL,C,32,2,"CIRCLE 4(2), DELHI",Both
Delhi,Delhi,DEL,C,34,1,"CIRCLE 13(1), DELHI",Both
Delhi,Delhi,DEL,C,36,1,DCIT CIRCLE 16(1) DELHI,Both
Delhi,Delhi,DEL,C,37,2,"CIRCLE 22(2), DELHI",Both
Delhi,Delhi,DEL,C,40,1,"CIRCLE 7(1), DELHI",Both
Delhi,Delhi,DEL,C,42,1,"CIRCLE 10(1), DELHI",Both
Delhi,Delhi,DEL,C,42,3,"ACIT(OSD), DELHI",Both
Delhi,Delhi,DEL,C,44,1,"CIRCLE 19(1), DELHI",Both
Delhi,Delhi,DEL,C,46,1,"CIRCLE 25(1), DELHI",Both
Delhi,Delhi,DEL,C,49,1,"CIRCLE 34(1), DELHI",Both
Delhi,Delhi,DEL,C,52,1,"CIRCLE 28(1), DELHI",Both
Delhi,Delhi,DEL,C,56,1,"CIRCLE 43(1), DELHI",Both
Delhi,Delhi,DEL,C,57,1,"CIRCLE 49(1), DELHI",Both
Delhi,Delhi,DEL,C,58,1,"CIRCLE 46(1), DELHI",Both
Delhi,Delhi,DEL,C,61,1,"CIRCLE 52(1), DELHI",Both
Delhi,Delhi,DEL,C,66,1,"CIRCLE 58(1), DELHI",Both
Delhi,Delhi,DEL,C,67,1,"CIRCLE 61(1), DELHI",Both
Delhi,Delhi,DEL,C,73,1,"CIRCLE 67(1), DELHI",Both
Delhi,Delhi,DEL,C,76,1,"CIRCLE 70(1), DELHI",Both
Delhi,Delhi,DEL,W,259,1,"WARD 59(1), DELHI",Both
Delhi,Delhi,DEL,W,259,2,"WARD 59(2), DELHI",Both
Delhi,Delhi,DEL,W,259,3,"WARD 59(3), DELHI",Both
Delhi,Delhi,DEL,W,259,6,WARD 59(6) DELHI,Both
Delhi,Delhi,DEL,W,259,8,WARD 59(8) DELHI,Both
Delhi,Delhi,DEL,W,260,1,"WARD 60(1), DELHI",Both
Delhi,Delhi,DEL,W,260,4,"WARD 60(4), DELHI",Both
Delhi,Delhi,DEL,W,260,5,"WARD 60(5), DELHI",Both
Delhi,Delhi,DEL,W,260,6,WARD 60(6) DELHI,Both
Delhi,Delhi,DEL,W,260,7,WARD 60(7) DELHI,Both
Delhi,Delhi,DEL,W,31,1,"WARD 1(1), DELHI",Both
Delhi,Delhi,DEL,W,31,91,"WARD 2(1), DELHI/",Both
Delhi,Delhi,DEL,W,31,92,"WARD 3(1), DELHI/",Both
Delhi,Delhi,DEL,W,32,3,"WARD 4(1), DELHI",Both
Delhi,Delhi,DEL,W,32,91,"WARD 5(1), DELHI/",Both
Delhi,Delhi,DEL,W,32,92,"WARD 6(1), DELHI/",Both
Delhi,Delhi,DEL,W,34,1,"WARD 13(1), DELHI",Both
Delhi,Delhi,DEL,W,34,3,"WARD 13(3), DELHI",Both
Delhi,Delhi,DEL,W,34,91,"WARD 14(1), DELHI/",Both
Delhi,Delhi,DEL,W,34,92,"WARD 14(3), DELHI/",Both
Delhi,Delhi,DEL,W,34,93,"WARD 15(1), DELHI/",Both
Delhi,Delhi,DEL,W,36,1,"WARD 16(1), DELHI",Both
Delhi,Delhi,DEL,W,36,3,"WARD 16(3), DELHI",Both
Delhi,Delhi,DEL,W,36,91,"WARD 17(1), DELHI/",Both
Delhi,Delhi,DEL,W,36,92,"WARD 18(1), DELHI/",Both
Delhi,Delhi,DEL,W,36,93,"WARD 18(3), DELHI/",Both
Delhi,Delhi,DEL,W,37,1,ITO WARD 22(1),Both
Delhi,Delhi,DEL,W,37,3,"WARD 22(3), DELHI",Both
Delhi,Delhi,DEL,W,37,91,"WARD 23(1), DELHI/",Both
Delhi,Delhi,DEL,W,37,92,"WARD 23(3), DELHI/",Both
Delhi,Delhi,DEL,W,37,93,"WARD 24(1), DELHI/",Both
Delhi,Delhi,DEL,W,40,1,"WARD 7(1), DELHI",Both
Delhi,Delhi,DEL,W,40,91,"WARD 8(1), DELHI/",Both
Delhi,Delhi,DEL,W,40,92,"WARD 9(1), DELHI/",Both
Delhi,Delhi,DEL,W,42,1,"WARD 10(1), DELHI",Both
Delhi,Delhi,DEL,W,42,3,"WARD 10(3), DELHI",Both
Delhi,Delhi,DEL,W,42,91,"WARD 11(1), DELHI/",Both
Delhi,Delhi,DEL,W,42,92,"WARD 11(3), DELHI/",Both
Delhi,Delhi,DEL,W,42,93,"WARD 12(1), DELHI/",Both
Delhi,Delhi,DEL,W,44,1,"WARD 19(3), DELHI",Both
Delhi,Delhi,DEL,W,44,3,"WARD 19(1), DELHI",Both
Delhi,Delhi,DEL,W,44,91,"WARD 20(1), DELHI/",Both
Delhi,Delhi,DEL,W,44,92,"WARD 20(3), DELHI/",Both
Delhi,Delhi,DEL,W,44,93,"WARD 21(1), DELHI/",Both
Delhi,Delhi,DEL,W,46,1,"WARD 25(1), DELHI",Both
Delhi,Delhi,DEL,W,46,3,"WARD 25(3), DELHI",Both
Delhi,Delhi,DEL,W,46,91,"WARD 26(1), DELHI/",Both
Delhi,Delhi,DEL,W,46,92,"WARD 26(3), DELHI/",Both
Delhi,Delhi,DEL,W,46,93,"WARD 27(1), DELHI/",Both
Delhi,Delhi,DEL,W,49,1,"WARD 34(1), DELHI",Both
Delhi,Delhi,DEL,W,49,5,"WARD 34(5), DELHI",Both
Delhi,Delhi,DEL,W,49,91,"WARD 35(1), DELHI/",Both
Delhi,Delhi,DEL,W,49,92,"WARD 35(5), DELHI/",Both
Delhi,Delhi,DEL,W,49,93,"WARD 36(1), DELHI/",Both
Delhi,Delhi,DEL,W,52,2,"WARD 28(1), DELHI",Both
Delhi,Delhi,DEL,W,52,5,"WARD 28(5), DELHI",Both
Delhi,Delhi,DEL,W,52,91,"WARD 29(1), DELHI/",Both
Delhi,Delhi,DEL,W,52,92,"WARD 30(1), DELHI/",Both
Delhi,Delhi,DEL,W,52,93,"WARD 30(5), DELHI/",Both
Delhi,Delhi,DEL,W,56,3,"WARD 43(1), DELHI",Both
Delhi,Delhi,DEL,W,56,6,WARD 43(6) DELHI,Both
Delhi,Delhi,DEL,W,56,91,"WARD 44(1), DELHI/",Both
Delhi,Delhi,DEL,W,56,92,WARD 44(6) DELHI/,Both
Delhi,Delhi,DEL,W,56,93,"WARD 45(1), DELHI/",Both
Delhi,Delhi,DEL,W,57,2,"WARD 49(1), DELHI",Both
Delhi,Delhi,DEL,W,57,91,"WARD 50(1), DELHI/",Both
Delhi,Delhi,DEL,W,57,92,"WARD 51(1), DELHI/",Both
Delhi,Delhi,DEL,W,58,1,"WARD 46(1), DELHI",Both
Delhi,Delhi,DEL,W,58,4,"WARD 46(4), DELHI",Both
Delhi,Delhi,DEL,W,58,91,"WARD 47(1), DELHI/",Both
Delhi,Delhi,DEL,W,58,92,"WARD 48(1), DELHI/",Both
Delhi,Delhi,DEL,W,61,1,"WARD 52(1), DELHI",Both
Delhi,Delhi,DEL,W,61,91,"WARD 53(1), DELHI/",Both
Delhi,Delhi,DEL,W,61,92,"WARD 54(1), DELHI/",Both
Delhi,Delhi,DEL,W,66,1,"WARD 58(1), DELHI",Both
Delhi,Delhi,DEL,W,66,3,"WARD 58(3), DELHI",Both
Delhi,Delhi,DEL,W,66,7,WARD 58(7) DELHI,Both
Delhi,Delhi,DEL,W,67,1,"WARD 61(1), DELHI",Both
Delhi,Delhi,DEL,W,67,91,"WARD 62(1), DELHI/",Both
Delhi,Delhi,DEL,W,67,92,"WARD 63(1), DELHI/",Both
Delhi,Delhi,DEL,W,73,1,"WARD 67(1), DELHI",Both
Delhi,Delhi,DEL,W,73,91,"WARD 68(1), DELHI/",Both
Delhi,Delhi,DEL,W,73,92,"WARD 68(5), DELHI/",Both
Delhi,Delhi,DEL,W,73,93,"WARD 69(1), DELHI/",Both
Delhi,Delhi,DEL,W,76,1,"WARD 70(1), DELHI",Both
Delhi,Delhi,DEL,W,76,91,"WARD 71(1), DELHI/",Both
Delhi,Delhi,DEL,W,76,92,"WARD 71(3), DELHI/",Both
Delhi,Delhi,DEL,W,76,93,"WARD 72(1), DELHI/",Both
Delhi,Delhi,DLC,C,47,1,"CIRCLE EXEMPT 1(1), DELHI",Both
Delhi,Delhi,DLC,C,48,1,"CIRCLE EXEMP 2(1), DELHI",Both
Delhi,Delhi,DLC,C,998,99,AO Foreign Entity PAN,Both
Delhi,Delhi,DLC,CA,47,1,"WARD EXEMPT 1(1), DELHI",Both
Delhi,Delhi,DLC,CA,47,2,"WARD EXEMPTION 1(2), DELH",Both
Delhi,Delhi,DLC,CA,48,2,"WARD EXEMP 2(4), DELHI",Both
Delhi,Delhi,DLC,CA,48,4,"WARD EXEMP 2(3), DELHI",Both
Delhi,Delhi,DLC,WX,48,1,"WARD EXEMP 2(1), DELHI",Both
Delhi,Delhi,DLC,WX,48,2,"WARD EXEMP 2(2), DELHI",Both
Goa,Margao,KAR,W,511,93,"WARD-1, MARGAO/",Both
Goa,Panaji,DLC,WX,503,4,"EXEMPTIONS WARD 1, PANAJI",Both
Goa,Panaji,KAR,C,511,1,"CIRCLE 1(1), PANAJI",Non-Individual
Goa,Panaji,KAR,W,511,1,"WARD 1(1), PANAJI",Both
Goa,Panaji,KAR,W,511,3,"WARD 1(3), PANAJI",Both
Goa,Panaji,KAR,W,511,91,"WARD 2(1), PANAJI/",Both
Goa,Panaji,KAR,W,511,92,"WARD 2(4), PANAJI/",Both
Gujarat,Ahmedabad,DLC,C,554,1,"DC/ACIT TP-1, AHMEDABAD",Both
Gujarat,Ahmedabad,DLC,C,554,2,"DC/ACIT TP-2, AHMEDABAD",Both
Gujarat,Ahmedabad,DLC,CA,109,1,"CIRCLE-1, EXEMPTION, AHMEDABAD",Both
Gujarat,Ahmedabad,DLC,CA,209,1,"CIRCLE 2, EXEMPTIONS, AHMEDABAD",Both
Gujarat,Ahmedabad,DLC,WX,109,1,"WARD 1 (EXEMPTIONS), AHMEDABAD",Both
Gujarat,Ahmedabad,DLC,WX,109,2,"WARD 2, EXEMPTIONS, AHMEDABAD",Both
Gujarat,Ahmedabad,GUJ,C,101,1,"CIRCLE 1(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,C,104,1,"CIRCLE 2(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,C,105,1,"CIRCLE 3(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,C,108,1,"CIRCLE 4(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,C,109,2,"ACIT (OSD) CIRCLE-9, AHMEDABAD",Both
Gujarat,Ahmedabad,GUJ,C,115,1,DCIT CIRCLE 15 AHMEDABAD,Both
Gujarat,Ahmedabad,GUJ,W,101,1,"WARD 1(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,W,101,3,"WARD 1(1)(3), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,W,101,91,"WARD 1(2)(1), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,101,92,"WARD 1(2)(3), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,101,93,WARD 1(3)(1) AHMEDABAD/,Both
Gujarat,Ahmedabad,GUJ,W,104,1,"WARD 2(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,W,104,91,"WARD 5(3)(1), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,104,92,WARD 6(1)(1) AHMEDABAD/,Both
Gujarat,Ahmedabad,GUJ,W,105,1,"WARD 3(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,W,105,91,"WARD 3(2)(1), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,105,92,"WARD 7(2)(1), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,105,93,WARD 3(3)(1) AHMEDABAD/,Both
Gujarat,Ahmedabad,GUJ,W,105,94,WARD 3(3)(5) AHMEDABAD/,Both
Gujarat,Ahmedabad,GUJ,W,108,1,"WARD 4(1)(1), AHMEDABAD",Non-Individual
Gujarat,Ahmedabad,GUJ,W,108,93,"WARD 4(2)(1), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,108,94,"WARD 4(2)(3), AHMEDABAD/",Both
Gujarat,Ahmedabad,GUJ,W,115,1,ITO WARD 15(1) AHMEDABAD,Both
Gujarat,Ahmedabad,GUJ,W,125,1,"ITO (SYSTEMS), AHMEDABAD",Both
Gujarat,Amreli,GUJ,W,212,3,"ITO WARD (3), AMRELI-1",Individual
Gujarat,Amreli,GUJ,W,212,4,"ITO WARD 2(4), AMRELI-2",Individual
Gujarat,Anand,GUJ,C,304,91,"ANAND CIRCLE, ANAND/",Both
Gujarat,Anand,GUJ,W,304,92,"WARD 1, ANAND/",Both
Gujarat,Bardoli,GUJ,W,403,91,"ITO WARD 1, BARDOLI/",Both
Gujarat,Bharuch,GUJ,W,304,91,"WARD 1(1), BHARUCH/",Both
Gujarat,Bharuch,GUJ,W,304,97,"WARD 2(1), BHARUCH/",Both
Gujarat,Bhavnagar,DLC,CA,109,3,"ITO (EXEMPTIONS), BHAVNAGAR",Both
Gujarat,Bhavnagar,GUJ,C,120,1,"CIRCLE 1, BHAVNAGAR",Both
Gujarat,Bhavnagar,GUJ,W,120,1,"WARD 1(1), BHAVNAGAR",Non-Individual
